mensaje_id,codif_macro_1,codif_macro_2,codif_micro_1,codif_micro_2,hoja_1,hoja_2
TW_25080,B. Campaña,B. Campaña,3. Movilización de recursos | 10. Aparición en medios,3. Movilización de recursos,Gabriel-7,Benjamín-3
TW_14723,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-7,Gonzalo-3
FB_9599,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-7,Extra-1
TW_14864,C. Politics,C. Politics,5a. Ataque (personal) | 8. Interacción con usuarios,5b. Ataque (global),Alondra-5,Gabriel-5
TW_21926,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial),Carolina-2,César-5
TW_14063,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gabriel-4,Saúl-2
FB_7229,B. Campaña,B. Campaña,2. Eventos de campaña,4. Endorsements,Benjamín-8,Matías-2
FB_5821,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Carolina-5,César-3
FB_3412,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-8,Marcelo-6
TW_7990,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-4,Extra-2
TW_7032,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gabriel-6,Gonzalo-4
TW_23158,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Carolina-4,Gonzalo-2
TW_25218,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Benjamín-2,Gabriel-3
TW_11012,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Matías-4,Extra-4
TW_14377,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),César-8,Benjamín-3
FB_2320,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura,César-6,Marcelo-2
TW_15451,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-6,Matías-8
TW_15128,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Benjamín-8,Matías-3
FB_6858,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Alondra-3,Matías-5
TW_1090,C. Politics,NA,6a. Referencia positiva (cand. presidencial),,Benjamín-6,Alondra-6
TW_14214,D. Otros,D. Otros,6f. Referencia positiva (otros),7a. Personal (trivial),Matías-5,César-6
FB_9836,NA,B. Campaña,,3. Movilización de recursos,Alondra-6,Saúl-8
TW_6329,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-4,Saúl-3
FB_3849,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-2,Extra-3
TW_26728,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Benjamín-7,Gabriel-2
TW_13265,C. Politics,C. Politics,6f. Referencia positiva (otros),6c. Referencia positiva (coalición),Extra-1,Carolina-2
FB_9482,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-3,Extra-4
TW_24089,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global),Marcelo-3,Benjamín-6
TW_23928,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global),Alondra-3,Saúl-2
FB_6878,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-3,Benjamín-4
TW_26160,D. Otros,C. Politics,7a. Personal (trivial),8. Interacción con usuarios,Gabriel-4,Matías-6
TW_19351,C. Politics,C. Politics,6d. Referencia positiva (gobierno),6a. Referencia positiva (cand. presidencial),Carolina-8,Gabriel-2
TW_16621,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Gonzalo-5,César-6
TW_16962,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial),Carolina-8,Gonzalo-8
FB_4007,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura,Extra-4,César-4
TW_12959,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),Alondra-2,Matías-8
FB_7969,B. Campaña,C. Politics,3. Movilización de recursos,4. Endorsements,Extra-5,Carolina-5
TW_21575,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-7,Benjamín-8
TW_16038,A. Programático,D. Otros,1a. Programática - Postura,8. Interacción con usuarios,Andrea-2,Matías-7
TW_15261,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Carolina-4,César-3
TW_26968,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Gonzalo-7,César-4
TW_9163,C. Politics,C. Politics,5a. Ataque (personal) | 4. Endorsements,5a. Ataque (personal),Alondra-6,Carolina-8
TW_20353,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal),Benjamín-2,César-2
TW_26397,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Extra-6,Carolina-3
TW_19378,B. Campaña,C. Politics,2. Eventos de campaña | 6e. Referencia positiva (comp. lista),6b. Referencia positiva (partido) | 6a. Referencia positiva (cand. presidencial),Saúl-6,Benjamín-4
TW_22159,D. Otros,C. Politics,N/A (imposible de determinar),5b. Ataque (global),Extra-1,Carolina-5
TW_21911,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Benjamín-8,Andrea-2
TW_6169,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Matías-6,Gonzalo-8
TW_6577,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-5,Benjamín-5
TW_23844,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido) | 6f. Referencia positiva (otros),Gabriel-8,Alondra-3
FB_3188,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-8,Benjamín-2
TW_16241,D. Otros,D. Otros,7a. Personal (trivial),6f. Referencia positiva (otros),César-7,Matías-4
TW_3051,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 3. Movilización de recursos,Saúl-7,Gabriel-6
TW_11756,B. Campaña,D. Otros,2. Eventos de campaña,8. Interacción con usuarios,César-7,Andrea-3
TW_27205,C. Politics,C. Politics,6f. Referencia positiva (otros) | 6b. Referencia positiva (partido),6c. Referencia positiva (coalición),Saúl-7,Gabriel-7
TW_16240,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Marcelo-8,Saúl-3
FB_6034,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-8,Gabriel-6
TW_9182,D. Otros,D. Otros,8. Interacción con usuarios | 6b. Referencia positiva (partido),8. Interacción con usuarios,Andrea-4,Alondra-3
TW_16764,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Carolina-3,César-4
FB_7737,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Benjamín-7,Saúl-2
TW_27260,D. Otros,D. Otros,8. Interacción con usuarios,N/A (imposible de determinar),Gabriel-5,Matías-2
TW_11327,C. Politics,D. Otros,5c. Ataque (otros),8. Interacción con usuarios,Gabriel-3,Carolina-2
TW_5082,A. Programático,D. Otros,1a. Programática - Postura,9. Utilidad pública,Saúl-5,César-7
TW_24117,C. Politics,D. Otros,6c. Referencia positiva (coalición),8. Interacción con usuarios,Carolina-3,Matías-5
FB_9309,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,César-8,Benjamín-3
TW_4427,D. Otros,C. Politics,7a. Personal (trivial),6f. Referencia positiva (otros),César-5,Matías-4
TW_6833,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-3,Extra-1
TW_8401,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global),Gonzalo-6,Benjamín-8
TW_22893,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-1,César-2
TW_20779,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Benjamín-7,Gonzalo-4
TW_10311,C. Politics,C. Politics,6b. Referencia positiva (partido),6b. Referencia positiva (partido),Gonzalo-5,César-6
TW_23752,C. Politics,B. Campaña,5a. Ataque (personal),6c. Referencia positiva (coalición),César-2,Matías-6
TW_5455,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Extra-6,Benjamín-2
FB_9360,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Benjamín-2,Carolina-3
TW_10629,C. Politics,B. Campaña,6f. Referencia positiva (otros),2. Eventos de campaña,Matías-3,Andrea-2
FB_3826,B. Campaña,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Andrea-2,Extra-2
TW_22061,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global),César-3,Matías-8
TW_128,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Marcelo-8,Matías-5
FB_9469,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-8,Marcelo-2
FB_8436,B. Campaña,A. Programático,2. Eventos de campaña,1a. Programática - Postura,Extra-6,César-5
TW_26074,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,César-2,Matías-4
TW_23888,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gabriel-6,César-2
FB_5241,B. Campaña,B. Campaña,2. Eventos de campaña,7b. Personal (aptitudes),Extra-1,Matías-5
TW_5270,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Benjamín-4,Saúl-7
TW_9321,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gonzalo-7,Alondra-5
TW_19729,B. Campaña,C. Politics,2. Eventos de campaña,6a. Referencia positiva (cand. presidencial),Alondra-2,Marcelo-8
FB_8394,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Marcelo-6,Gonzalo-7
FB_7232,C. Politics,B. Campaña,1a. Programática - Postura,2. Eventos de campaña | 1a. Programática - Postura,Matías-5,Alondra-5
TW_6420,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Alondra-2,Marcelo-6
FB_6664,NA,B. Campaña,N/A (imposible de determinar),2. Eventos de campaña,Saúl-7,Extra-5
TW_2283,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-8,Alondra-3
TW_26692,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Benjamín-4,Carolina-2
TW_19607,A. Programático,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Carolina-4,Saúl-5
TW_8983,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Extra-6,Carolina-4
TW_7702,D. Otros,B. Campaña,9. Utilidad pública,2. Eventos de campaña,Marcelo-7,Gabriel-5
TW_23287,C. Politics,C. Politics,5b. Ataque (global),6a. Referencia positiva (cand. presidencial),Gabriel-2,Extra-4
FB_8504,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial) | 6c. Referencia positiva (coalición),Andrea-2,Benjamín-6
FB_426,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 3. Movilización de recursos,César-6,Gabriel-8
TW_26734,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Saúl-3,Alondra-3
TW_6949,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,Marcelo-7,Gabriel-8
FB_2737,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Marcelo-4,Saúl-3
FB_2309,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Matías-3,Extra-6
TW_14827,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),5a. Ataque (personal),Andrea-4,César-4
TW_22276,A. Programático,C. Politics,1a. Programática - Postura,5a. Ataque (personal),Saúl-8,Carolina-4
FB_3552,B. Campaña,B. Campaña,2. Eventos de campaña,10. Aparición en medios,Carolina-6,Alondra-3
FB_8952,D. Otros,B. Campaña,7a. Personal (trivial),3. Movilización de recursos,Alondra-3,Matías-7
TW_19908,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-2,Benjamín-8
FB_2629,B. Campaña,D. Otros,3. Movilización de recursos,N/A (imposible de determinar),Gabriel-8,Matías-8
TW_12246,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-2,Benjamín-2
FB_3894,B. Campaña,D. Otros,3. Movilización de recursos,7b. Personal (aptitudes),Benjamín-8,Marcelo-3
FB_4867,B. Campaña,D. Otros,2. Eventos de campaña,10. Aparición en medios,Matías-2,Marcelo-6
TW_21483,D. Otros,B. Campaña,7b. Personal (aptitudes),7b. Personal (aptitudes),Matías-2,Gabriel-2
TW_671,C. Politics,C. Politics,6b. Referencia positiva (partido) | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Alondra-5,Extra-5
TW_5221,C. Politics,C. Politics,6e. Referencia positiva (comp. lista),6f. Referencia positiva (otros),Matías-8,César-5
FB_8220,B. Campaña,B. Campaña,3. Movilización de recursos | 7b. Personal (aptitudes),3. Movilización de recursos,Matías-4,Benjamín-6
TW_7183,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,César-4,Benjamín-4
TW_26934,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-6,Gonzalo-8
TW_2252,D. Otros,A. Programático,7a. Personal (trivial),1a. Programática - Postura,Gonzalo-5,Extra-2
TW_12132,C. Politics,C. Politics,5c. Ataque (otros),5a. Ataque (personal) | 8. Interacción con usuarios,Marcelo-5,Saúl-8
TW_13370,D. Otros,A. Programático,N/A (imposible de determinar),1b. Programática - Propuesta,Benjamín-4,Matías-6
TW_22462,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Alondra-3,Gabriel-4
FB_1827,B. Campaña,C. Politics,4. Endorsements,4. Endorsements,Gabriel-3,Saúl-3
TW_24836,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Matías-4,Saúl-8
TW_17664,B. Campaña,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Carolina-6,Gonzalo-8
FB_616,B. Campaña,B. Campaña,3. Movilización de recursos,2. Eventos de campaña,César-4,Saúl-4
TW_3450,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-3,Marcelo-7
FB_3660,B. Campaña,B. Campaña,2. Eventos de campaña,7b. Personal (aptitudes),Carolina-3,Gabriel-4
TW_2339,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Gonzalo-4,Carolina-2
TW_23555,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Gonzalo-3,Marcelo-8
TW_21674,B. Campaña,B. Campaña,10. Aparición en medios,10. Aparición en medios,Andrea-3,Carolina-4
TW_27166,B. Campaña,C. Politics,2. Eventos de campaña,6b. Referencia positiva (partido),Carolina-6,Gabriel-4
TW_8123,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global),Benjamín-7,Marcelo-3
TW_19348,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gabriel-3,Alondra-5
TW_11373,C. Politics,B. Campaña,4. Endorsements,6a. Referencia positiva (cand. presidencial),Marcelo-5,Matías-7
TW_296,D. Otros,C. Politics,8. Interacción con usuarios,5a. Ataque (personal),Gabriel-3,Matías-3
TW_1776,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Benjamín-8,Saúl-2
TW_5140,D. Otros,D. Otros,8. Interacción con usuarios,7a. Personal (trivial),Extra-6,Benjamín-4
TW_14036,C. Politics,C. Politics,6b. Referencia positiva (partido),6f. Referencia positiva (otros),Carolina-3,Gonzalo-8
TW_15936,A. Programático,A. Programático,1a. Programática - Postura | 6a. Referencia positiva (cand. presidencial),1b. Programática - Propuesta | 6a. Referencia positiva (cand. presidencial),Alondra-2,Saúl-4
FB_5842,D. Otros,B. Campaña,7a. Personal (trivial),2. Eventos de campaña,Marcelo-7,Gabriel-7
TW_2588,B. Campaña,D. Otros,2. Eventos de campaña,N/A (imposible de determinar),Carolina-3,Alondra-5
TW_3256,NA,D. Otros,,8. Interacción con usuarios | 1a. Programática - Postura,Alondra-6,Saúl-7
TW_17255,B. Campaña,B. Campaña,4. Endorsements,10. Aparición en medios,Extra-4,Carolina-7
TW_6912,B. Campaña,C. Politics,2. Eventos de campaña,4. Endorsements,Matías-6,Marcelo-3
FB_9831,C. Politics,B. Campaña,6c. Referencia positiva (coalición),3. Movilización de recursos,Alondra-2,Benjamín-4
TW_23272,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial) | 5a. Ataque (personal),6a. Referencia positiva (cand. presidencial),Saúl-3,Marcelo-6
TW_25512,NA,A. Programático,,1a. Programática - Postura,Alondra-6,Carolina-7
TW_14792,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-5,Andrea-4
TW_3163,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Carolina-8,Gabriel-7
FB_8342,D. Otros,D. Otros,9. Utilidad pública,7a. Personal (trivial),Gabriel-2,Marcelo-6
TW_3762,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Marcelo-6,Gabriel-3
FB_1838,B. Campaña,D. Otros,2. Eventos de campaña,7a. Personal (trivial),Carolina-8,Benjamín-8
TW_2410,D. Otros,D. Otros,N/A (imposible de determinar),7a. Personal (trivial),Matías-5,Gabriel-4
TW_23713,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-4,Carolina-5
TW_25336,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gonzalo-2,Alondra-4
TW_13273,D. Otros,D. Otros,7a. Personal (trivial),7a. Personal (trivial),Marcelo-6,César-5
TW_23538,C. Politics,C. Politics,5a. Ataque (personal),5a. Ataque (personal),Alondra-2,Gonzalo-8
TW_24329,D. Otros,NA,8. Interacción con usuarios,,Andrea-2,Alondra-6
TW_4027,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),César-6,Matías-6
TW_16653,D. Otros,A. Programático,8. Interacción con usuarios,1a. Programática - Postura,Carolina-6,Matías-6
TW_25916,D. Otros,D. Otros,5a. Ataque (personal),7a. Personal (trivial),Matías-5,Andrea-4
FB_2500,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),2. Eventos de campaña,Benjamín-5,Extra-2
TW_14420,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-7,Extra-2
FB_1609,B. Campaña,D. Otros,10. Aparición en medios,10. Aparición en medios,Matías-7,Saúl-6
TW_15775,C. Politics,A. Programático,5b. Ataque (global),1a. Programática - Postura,Marcelo-3,Saúl-7
TW_2639,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,César-2,Alondra-2
TW_3682,C. Politics,C. Politics,5b. Ataque (global),5b. Ataque (global),Matías-8,Gabriel-6
TW_13577,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Benjamín-5,César-6
FB_4078,B. Campaña,B. Campaña,4. Endorsements,2. Eventos de campaña,Matías-8,Saúl-3
TW_24369,B. Campaña,C. Politics,10. Aparición en medios,6a. Referencia positiva (cand. presidencial),Matías-5,Gonzalo-8
TW_16713,D. Otros,A. Programático,N/A (imposible de determinar),1a. Programática - Postura,Benjamín-3,César-7
TW_6686,C. Politics,C. Politics,5b. Ataque (global),5c. Ataque (otros),Benjamín-3,Marcelo-7
FB_6521,D. Otros,B. Campaña,10. Aparición en medios,10. Aparición en medios,Gonzalo-6,Matías-7
FB_7291,D. Otros,D. Otros,N/A (imposible de determinar),N/A (imposible de determinar),César-3,Gonzalo-3
TW_10977,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Marcelo-2,Saúl-5
TW_24913,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-8,Marcelo-7
TW_14209,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Matías-7,Gabriel-8
TW_1211,D. Otros,D. Otros,10. Aparición en medios,10. Aparición en medios,Saúl-5,Gonzalo-4
TW_14093,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios | 5a. Ataque (personal),Benjamín-5,Saúl-2
TW_5254,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Carolina-3,Saúl-4
TW_3606,B. Campaña,NA,2. Eventos de campaña,,Matías-5,Alondra-6
TW_9474,NA,B. Campaña,,3. Movilización de recursos,Alondra-6,César-4
TW_7437,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Gonzalo-3,César-6
TW_5220,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Matías-6,Benjamín-8
TW_12245,NA,D. Otros,,8. Interacción con usuarios,Alondra-6,Gabriel-8
TW_23197,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Saúl-7,Gonzalo-3
TW_21186,C. Politics,B. Campaña,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Benjamín-5,Matías-6
TW_13356,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Extra-4,Carolina-6
TW_25308,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Benjamín-7,Gabriel-4
FB_8879,B. Campaña,C. Politics,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Saúl-7,Benjamín-8
TW_13694,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-4,Matías-4
FB_6359,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Andrea-4,César-8
TW_15744,A. Programático,C. Politics,1a. Programática - Postura,6b. Referencia positiva (partido),Matías-5,Carolina-3
TW_11554,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-6,Gonzalo-6
FB_6178,B. Campaña,B. Campaña,2. Eventos de campaña | 3. Movilización de recursos,2. Eventos de campaña,Gabriel-3,Extra-6
TW_22905,C. Politics,D. Otros,6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios | 6a. Referencia positiva (cand. presidencial),Carolina-3,Saúl-3
FB_9418,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña | 1a. Programática - Postura,Gabriel-7,Alondra-2
TW_113,B. Campaña,B. Campaña,2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),2. Eventos de campaña | 6a. Referencia positiva (cand. presidencial),Alondra-3,Gabriel-7
TW_22091,A. Programático,C. Politics,1a. Programática - Postura,5b. Ataque (global),Benjamín-7,Extra-3
TW_9304,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Gonzalo-3,Matías-8
TW_8830,D. Otros,A. Programático,8. Interacción con usuarios,1a. Programática - Postura,Benjamín-4,Alondra-4
TW_3581,D. Otros,B. Campaña,4. Endorsements,2. Eventos de campaña,Benjamín-4,César-7
TW_25497,C. Politics,C. Politics,5a. Ataque (personal),5b. Ataque (global),Alondra-3,Gonzalo-3
TW_26770,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Marcelo-2,Benjamín-6
TW_5360,B. Campaña,B. Campaña,2. Eventos de campaña,3. Movilización de recursos,Carolina-2,Matías-7
TW_23461,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-5,Matías-5
TW_25350,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gonzalo-5,César-3
TW_2838,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Gonzalo-4,Carolina-7
FB_8102,D. Otros,D. Otros,9. Utilidad pública,9. Utilidad pública,César-8,Gonzalo-7
TW_22558,C. Politics,B. Campaña,4. Endorsements | 6a. Referencia positiva (cand. presidencial),4. Endorsements,Saúl-8,César-8
TW_27049,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Andrea-2,Saúl-4
TW_18509,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Carolina-2,Extra-3
TW_22570,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gonzalo-5,Matías-7
TW_17746,B. Campaña,D. Otros,6a. Referencia positiva (cand. presidencial),8. Interacción con usuarios | 6a. Referencia positiva (cand. presidencial),Matías-6,Saúl-5
TW_15160,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-7,Carolina-8
TW_21396,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Saúl-2,César-7
TW_14631,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),6a. Referencia positiva (cand. presidencial),Benjamín-4,Marcelo-5
TW_7791,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Gabriel-6,Andrea-3
TW_14600,B. Campaña,C. Politics,3. Movilización de recursos,6a. Referencia positiva (cand. presidencial),Matías-7,Marcelo-6
TW_25055,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Marcelo-6,Extra-1
FB_2879,B. Campaña,NA,2. Eventos de campaña,N/A (imposible de determinar),Benjamín-2,Saúl-7
FB_3764,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Carolina-2,Extra-4
TW_16306,A. Programático,A. Programático,1b. Programática - Propuesta,1a. Programática - Postura,Carolina-4,Saúl-6
FB_4833,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-5,Andrea-3
TW_1417,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Gonzalo-7,Andrea-2
TW_3541,B. Campaña,B. Campaña,3. Movilización de recursos,3. Movilización de recursos,Matías-3,César-4
TW_19202,C. Politics,C. Politics,6b. Referencia positiva (partido),6a. Referencia positiva (cand. presidencial),Carolina-6,Gabriel-5
TW_6464,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Benjamín-8,Andrea-4
TW_25715,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,Marcelo-5,Matías-8
TW_4754,C. Politics,C. Politics,6a. Referencia positiva (cand. presidencial),10. Aparición en medios,Benjamín-2,Gabriel-2
FB_558,A. Programático,A. Programático,1a. Programática - Postura,1b. Programática - Propuesta,Gonzalo-7,Matías-5
FB_5522,B. Campaña,NA,3. Movilización de recursos,,Saúl-3,Alondra-6
TW_16860,D. Otros,D. Otros,8. Interacción con usuarios,10. Aparición en medios,Marcelo-7,Matías-5
TW_24076,C. Politics,C. Politics,6f. Referencia positiva (otros),6b. Referencia positiva (partido),Extra-3,Gabriel-4
TW_25311,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Gabriel-3,Carolina-7
TW_14280,A. Programático,A. Programático,1a. Programática - Postura,1a. Programática - Postura,Extra-4,Gonzalo-4
TW_26527,D. Otros,D. Otros,8. Interacción con usuarios,8. Interacción con usuarios,Extra-4,Matías-2
FB_2998,B. Campaña,B. Campaña,2. Eventos de campaña,2. Eventos de campaña,César-2,Extra-1
